	CDN002_Vs_CDN001-U34A_Signal	CDN002_Vs_CDN001-U34A_Detection	CDN002_Vs_CDN001-U34A_Detection p-value	CDN002_Vs_CDN001-U34A_Signal Log Ratio	CDN002_Vs_CDN001-U34A_Change	CDN002_Vs_CDN001-U34A_Change p-value	Descriptions
rc_AA859835_at	114.0	P	0.035163	-0.4	NC	0.978282	rc_AA859835 UI-R-E0-cc-g-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-g-07-0-UI /clone_end=3  /gb=AA859835 /gi=2949355 /ug=Rn.784 /len=418
rc_AA859835_g_at	84.1	P	0.002617	-0.7	NC	0.992848	rc_AA859835 UI-R-E0-cc-g-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-g-07-0-UI /clone_end=3  /gb=AA859835 /gi=2949355 /ug=Rn.784 /len=418
rc_AA859837_at	733.2	P	0.000219	-0.4	D	0.999996	rc_AA859837 UI-R-E0-cc-g-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-g-09-0-UI /clone_end=3  /gb=AA859837 /gi=2949357 /ug=Rn.24783 /len=486
rc_AA859837_g_at	1515.8	P	0.000219	-0.2	NC	0.529811	rc_AA859837 UI-R-E0-cc-g-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-g-09-0-UI /clone_end=3  /gb=AA859837 /gi=2949357 /ug=Rn.24783 /len=486
rc_AA859848_at	56.3	P	0.005643	0.0	NC	0.725202	rc_AA859848 UI-R-E0-cc-h-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-h-10-0-UI /clone_end=3  /gb=AA859848 /gi=2949368 /ug=Rn.790 /len=549
rc_AA859869_s_at	600.0	P	0.000219	-0.2	NC	0.880608	rc_AA859869 UI-R-E0-cc-b-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-b-08-0-UI /clone_end=3  /gb=AA859869 /gi=2949389 /ug=Rn.7216 /len=523
rc_AA859870_f_at	52.0	A	0.234557	-0.7	NC	0.925041	rc_AA859870 UI-R-E0-cc-b-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-b-09-0-UI /clone_end=3  /gb=AA859870 /gi=2949390 /ug=Rn.796 /len=251
rc_AA859877_at	1134.8	P	0.000322	-0.3	MD	0.997333	rc_AA859877 UI-R-E0-cc-c-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-c-04-0-UI /clone_end=3  /gb=AA859877 /gi=2949397 /ug=Rn.801 /len=409
rc_AA859878_at	8.4	A	0.882840	-0.3	NC	0.706188	rc_AA859878 UI-R-E0-cc-c-05-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-c-05-0-UI /clone_end=3  /gb=AA859878 /gi=2949398 /ug=Rn.802 /len=390
rc_AA859882_s_at	4242.9	P	0.000219	-0.0	NC	0.500000	rc_AA859882 UI-R-E0-cc-c-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-c-09-0-UI /clone_end=3  /gb=AA859882 /gi=2949402 /ug=Rn.803 /len=378
rc_AA859884_at	10.7	A	0.795978	1.1	NC	0.737535	rc_AA859884 UI-R-E0-cc-c-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-c-11-0-UI /clone_end=3  /gb=AA859884 /gi=2949404 /ug=Rn.25474 /len=473
rc_AA859885_at	177.1	P	0.001602	-0.3	NC	0.843691	rc_AA859885 UI-R-E0-cc-c-12-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-c-12-0-UI /clone_end=3  /gb=AA859885 /gi=2949405 /ug=Rn.805 /len=537
rc_AA859889_at	3.3	A	0.988553	-0.8	NC	0.839168	rc_AA859889 UI-R-E0-cc-d-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cc-d-04-0-UI /clone_end=3  /gb=AA859889 /gi=2949409 /ug=Rn.22631 /len=513
rc_AA859897_at	194.1	P	0.000322	0.2	NC	0.500000	rc_AA859897 UI-R-E0-cg-a-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-a-01-0-UI /clone_end=3  /gb=AA859897 /gi=2949417 /ug=Rn.808 /len=582
rc_AA859898_at	16.5	A	0.749276	-0.6	NC	0.994506	rc_AA859898 UI-R-E0-cg-a-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-a-02-0-UI /clone_end=3  /gb=AA859898 /gi=2949418 /ug=Rn.809 /len=503
rc_AA859899_at	9.7	A	0.715285	-1.2	NC	0.976265	rc_AA859899 UI-R-E0-cg-a-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-a-03-0-UI /clone_end=3  /gb=AA859899 /gi=2949419 /ug=Rn.810 /len=353
rc_AA859902_at	57.9	P	0.000959	-0.1	NC	0.805147	rc_AA859902 UI-R-E0-cg-a-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-a-06-0-UI /clone_end=3  /gb=AA859902 /gi=2949422 /ug=Rn.811 /len=493
rc_AA859909_at	226.6	P	0.031336	-0.3	NC	0.500000	rc_AA859909 UI-R-E0-cg-b-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-b-02-0-UI /clone_end=3  /gb=AA859909 /gi=2949429 /ug=Rn.815 /len=531
rc_AA859911_at	201.2	P	0.027860	-0.2	NC	0.718930	rc_AA859911 UI-R-E0-cg-b-05-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-b-05-0-UI /clone_end=3  /gb=AA859911 /gi=2949431 /ug=Rn.24851 /len=447
rc_AA859911_g_at	208.1	P	0.003585	-0.4	D	0.999618	rc_AA859911 UI-R-E0-cg-b-05-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-b-05-0-UI /clone_end=3  /gb=AA859911 /gi=2949431 /ug=Rn.24851 /len=447
rc_AA859916_at	12.6	A	0.520620	2.7	NC	0.174908	rc_AA859916 UI-R-E0-cg-b-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-b-10-0-UI /clone_end=3  /gb=AA859916 /gi=2949436 /ug=Rn.21405 /len=536
rc_AA859919_at	105.4	P	0.007543	-0.1	NC	0.500000	rc_AA859919 UI-R-E0-cg-c-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-01-0-UI /clone_end=3  /gb=AA859919 /gi=2949439 /ug=Rn.2696 /len=474
rc_AA859919_g_at	453.4	P	0.000219	-0.2	NC	0.960601	rc_AA859919 UI-R-E0-cg-c-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-01-0-UI /clone_end=3  /gb=AA859919 /gi=2949439 /ug=Rn.2696 /len=474
rc_AA859920_at	537.4	P	0.000266	-0.0	NC	0.500000	rc_AA859920 UI-R-E0-cg-c-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-02-0-UI /clone_end=3  /gb=AA859920 /gi=2949440 /ug=Rn.818 /len=551
rc_AA859921_at	171.6	A	0.234557	1.0	NC	0.244512	rc_AA859921 UI-R-E0-cg-c-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-03-0-UI /clone_end=3  /gb=AA859921 /gi=2949441 /ug=Rn.14551 /len=314
rc_AA859922_at	39.1	P	0.039365	-0.1	NC	0.500000	rc_AA859922 UI-R-E0-cg-c-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-04-0-UI /clone_end=3  /gb=AA859922 /gi=2949442 /ug=Rn.819 /len=373
rc_AA859926_at	26.3	A	0.810313	-0.9	NC	0.544665	rc_AA859926 UI-R-E0-cg-c-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-08-0-UI /clone_end=3  /gb=AA859926 /gi=2949446 /ug=Rn.22652 /len=391
rc_AA859927_at	10.0	A	0.939581	-0.2	NC	0.500000	rc_AA859927 UI-R-E0-cg-c-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-09-0-UI /clone_end=3  /gb=AA859927 /gi=2949447 /ug=Rn.13390 /len=467
rc_AA859928_at	4.7	A	0.986908	-0.4	NC	0.884295	rc_AA859928 UI-R-E0-cg-c-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-c-10-0-UI /clone_end=3  /gb=AA859928 /gi=2949448 /ug=Rn.821 /len=246
rc_AA859931_at	62.5	A	0.284747	-0.4	NC	0.916778	rc_AA859931 UI-R-E0-cg-d-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-01-0-UI /clone_end=3  /gb=AA859931 /gi=2949451 /ug=Rn.822 /len=506
rc_AA859931_g_at	183.0	P	0.035163	-0.1	NC	0.559457	rc_AA859931 UI-R-E0-cg-d-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-01-0-UI /clone_end=3  /gb=AA859931 /gi=2949451 /ug=Rn.822 /len=506
rc_AA859933_at	67.8	A	0.284747	-0.3	NC	0.500000	rc_AA859933 UI-R-E0-cg-d-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-03-0-UI /clone_end=3  /gb=AA859933 /gi=2949453 /ug=Rn.824 /len=517
rc_AA859933_g_at	67.9	P	0.004180	-0.2	NC	0.500000	rc_AA859933 UI-R-E0-cg-d-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-03-0-UI /clone_end=3  /gb=AA859933 /gi=2949453 /ug=Rn.824 /len=517
rc_AA859937_at	43.7	A	0.418069	0.1	NC	0.953803	rc_AA859937 UI-R-E0-cg-d-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-07-0-UI /clone_end=3  /gb=AA859937 /gi=2949457 /ug=Rn.826 /len=419
rc_AA859938_at	769.1	P	0.000219	-0.1	NC	0.500000	rc_AA859938 UI-R-E0-cg-d-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-08-0-UI /clone_end=3  /gb=AA859938 /gi=2949458 /ug=Rn.827 /len=362
rc_AA859942_at	358.1	P	0.000388	-0.3	NC	0.944016	rc_AA859942 UI-R-E0-cg-d-12-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-cg-d-12-0-UI /clone_end=3  /gb=AA859942 /gi=2949462 /ug=Rn.830 /len=504
rc_AA859948_at	54.0	A	0.081337	0.3	NC	0.712590	rc_AA859948 UI-R-E0-ca-e-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-e-06-0-UI /clone_end=3  /gb=AA859948 /gi=2949468 /ug=Rn.836 /len=465
rc_AA859951_at	34.4	A	0.320830	-0.7	NC	0.984962	rc_AA859951 UI-R-E0-ca-e-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-e-09-0-UI /clone_end=3  /gb=AA859951 /gi=2949471 /ug=Rn.837 /len=462
rc_AA859952_at	158.5	A	0.089405	-0.2	NC	0.772757	rc_AA859952 UI-R-E0-ca-e-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-e-10-0-UI /clone_end=3  /gb=AA859952 /gi=2949472 /ug=Rn.22632 /len=443
rc_AA859954_at	411.7	P	0.000322	-0.1	NC	0.500000	rc_AA859954 UI-R-E0-ca-f-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-f-01-0-UI /clone_end=3  /gb=AA859954 /gi=2949474 /ug=Rn.840 /len=519
rc_AA859966_s_at	1332.2	P	0.000219	-0.1	NC	0.500000	rc_AA859966 UI-R-E0-ca-g-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-g-03-0-UI /clone_end=3  /gb=AA859966 /gi=2949486 /ug=Rn.861 /len=392
rc_AA859966_i_at	93.1	A	0.477539	1.6	NC	0.500000	rc_AA859966 UI-R-E0-ca-g-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-g-03-0-UI /clone_end=3  /gb=AA859966 /gi=2949486 /ug=Rn.861 /len=392
rc_AA859967_at	10.5	A	0.892699	-0.3	NC	0.500000	rc_AA859967 UI-R-E0-ca-g-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-g-04-0-UI /clone_end=3  /gb=AA859967 /gi=2949487 /ug=Rn.3504 /len=512
rc_AA859971_f_at	250.7	P	0.002228	-0.1	NC	0.500000	rc_AA859971 UI-R-E0-ca-g-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-g-10-0-UI /clone_end=3  /gb=AA859971 /gi=2949491 /ug=Rn.4230 /len=408
rc_AA859975_at	421.6	P	0.000673	-0.1	NC	0.500000	rc_AA859975 UI-R-E0-ca-h-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-02-0-UI /clone_end=3  /gb=AA859975 /gi=2949495 /ug=Rn.853 /len=489
rc_AA859976_at	16.4	A	0.679170	-2.2	D	0.998124	rc_AA859976 UI-R-E0-ca-h-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-03-0-UI /clone_end=3  /gb=AA859976 /gi=2949496 /ug=Rn.7004 /len=427
rc_AA859980_at	167.6	P	0.001141	-0.2	NC	0.500000	rc_AA859980 UI-R-E0-ca-h-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-07-0-UI /clone_end=3  /gb=AA859980 /gi=2949500 /ug=Rn.855 /len=482
rc_AA859980_g_at	446.4	P	0.001354	-0.2	NC	0.500000	rc_AA859980 UI-R-E0-ca-h-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-07-0-UI /clone_end=3  /gb=AA859980 /gi=2949500 /ug=Rn.855 /len=482
rc_AA859981_at	60.8	A	0.397994	1.4	NC	0.588772	rc_AA859981 UI-R-E0-ca-h-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-09-0-UI /clone_end=3  /gb=AA859981 /gi=2949501 /ug=Rn.856 /len=470
rc_AA859982_at	49.8	P	0.039365	-0.4	NC	0.953803	rc_AA859982 UI-R-E0-ca-h-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-10-0-UI /clone_end=3  /gb=AA859982 /gi=2949502 /ug=Rn.18656 /len=532
rc_AA859983_at	38.0	A	0.541184	0.3	NC	0.500000	rc_AA859983 UI-R-E0-ca-h-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-11-0-UI /clone_end=3  /gb=AA859983 /gi=2949503 /ug=Rn.857 /len=511
rc_AA859983_g_at	73.9	A	0.081337	-0.3	NC	0.843691	rc_AA859983 UI-R-E0-ca-h-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-h-11-0-UI /clone_end=3  /gb=AA859983 /gi=2949503 /ug=Rn.857 /len=511
rc_AA859990_s_at	544.8	P	0.001354	-0.1	NC	0.500000	rc_AA859990 UI-R-E0-ca-a-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-a-08-0-UI /clone_end=3  /gb=AA859990 /gi=2949510 /ug=Rn.861 /len=441
rc_AA859992_at	11.4	A	0.732537	0.0	NC	0.872989	rc_AA859992 UI-R-E0-ca-a-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-a-11-0-UI /clone_end=3  /gb=AA859992 /gi=2949512 /ug=Rn.22633 /len=463
rc_AA859994_at	124.4	P	0.000562	-0.1	NC	0.500000	rc_AA859994 UI-R-E0-ca-b-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-b-02-0-UI /clone_end=3  /gb=AA859994 /gi=2949514 /ug=Rn.17034 /len=574
rc_AA859996_at	44.9	A	0.679170	-1.0	NC	0.860937	rc_AA859996 UI-R-E0-ca-b-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-b-04-0-UI /clone_end=3  /gb=AA859996 /gi=2949516 /ug=Rn.22634 /len=553
rc_AA859996_g_at	57.4	P	0.039365	-0.2	NC	0.699711	rc_AA859996 UI-R-E0-ca-b-04-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-b-04-0-UI /clone_end=3  /gb=AA859996 /gi=2949516 /ug=Rn.22634 /len=553
rc_AA860010_at	138.9	P	0.027860	0.1	NC	0.500000	rc_AA860010 UI-R-E0-ca-c-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-c-07-0-UI /clone_end=3  /gb=AA860010 /gi=2949530 /ug=Rn.872 /len=400
rc_AA860014_i_at	125.7	A	0.432617	1.8	NC	0.500000	rc_AA860014 UI-R-E0-ca-c-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-c-11-0-UI /clone_end=3  /gb=AA860014 /gi=2949534 /ug=Rn.875 /len=288
rc_AA860014_f_at	41.7	A	0.458816	-0.3	NC	0.706183	rc_AA860014 UI-R-E0-ca-c-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-c-11-0-UI /clone_end=3  /gb=AA860014 /gi=2949534 /ug=Rn.875 /len=288
rc_AA860015_at	26.7	A	0.320830	-1.6	NC	0.963681	rc_AA860015 UI-R-E0-ca-c-12-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-c-12-0-UI /clone_end=3  /gb=AA860015 /gi=2949535 /ug=Rn.857 /len=590
rc_AA860017_at	96.5	P	0.027860	-0.4	NC	0.946094	rc_AA860017 UI-R-E0-ca-d-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-d-02-0-UI /clone_end=3  /gb=AA860017 /gi=2949537 /ug=Rn.876 /len=528
rc_AA860024_at	1184.9	P	0.000219	-0.0	NC	0.500000	rc_AA860024 UI-R-E0-ca-d-10-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-ca-d-10-0-UI /clone_end=3  /gb=AA860024 /gi=2949544 /ug=Rn.1421 /len=533
rc_AA860029_at	104.7	M	0.043968	-0.3	NC	0.953803	rc_AA860029 UI-R-E0-bz-e-05-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-e-05-0-UI /clone_end=3  /gb=AA860029 /gi=2949549 /ug=Rn.881 /len=498
rc_AA860030_s_at	4005.0	P	0.000219	-0.0	NC	0.500000	rc_AA860030 UI-R-E0-bz-e-07-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-e-07-0-UI /clone_end=3  /gb=AA860030 /gi=2949550 /ug=Rn.2458 /len=425
rc_AA860039_s_at	44.5	P	0.039365	-0.1	NC	0.718930	rc_AA860039 UI-R-E0-bz-f-06-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-f-06-0-UI /clone_end=3  /gb=AA860039 /gi=2949559 /ug=Rn.889 /len=341
rc_AA860039_i_at	45.1	A	0.660442	0.9	NC	0.514916	rc_AA860039 UI-R-E0-bz-f-06-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-f-06-0-UI /clone_end=3  /gb=AA860039 /gi=2949559 /ug=Rn.889 /len=341
rc_AA860043_at	35.5	A	0.418069	1.1	NC	0.500000	rc_AA860043 UI-R-E0-bz-f-11-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-f-11-0-UI /clone_end=3  /gb=AA860043 /gi=2949563 /ug=Rn.892 /len=471
rc_AA860044_at	105.0	P	0.019304	-0.6	NC	0.994793	rc_AA860044 UI-R-E0-bz-f-12-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-f-12-0-UI /clone_end=3  /gb=AA860044 /gi=2949564 /ug=Rn.893 /len=442
rc_AA860047_at	188.8	P	0.000266	-0.3	NC	0.946094	rc_AA860047 UI-R-E0-bz-g-03-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-g-03-0-UI /clone_end=3  /gb=AA860047 /gi=2949567 /ug=Rn.895 /len=268
rc_AA860049_at	148.6	P	0.011447	-0.3	NC	0.856752	rc_AA860049 UI-R-E0-bz-g-05-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-g-05-0-UI /clone_end=3  /gb=AA860049 /gi=2949569 /ug=Rn.896 /len=375
rc_AA860055_at	6.5	A	0.978134	-0.6	NC	0.891423	rc_AA860055 UI-R-E0-bz-g-11-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-g-11-0-UI /clone_end=3  /gb=AA860055 /gi=2949575 /ug=Rn.899 /len=341
rc_AA860057_at	22.5	A	0.162935	-0.2	NC	0.500000	rc_AA860057 UI-R-E0-bz-h-01-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-h-01-0-UI /clone_end=3  /gb=AA860057 /gi=2949577 /ug=Rn.900 /len=500
rc_AA860062_at	26.2	A	0.358690	-0.8	NC	0.977292	rc_AA860062 UI-R-E0-bz-h-06-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-h-06-0-UI /clone_end=3  /gb=AA860062 /gi=2949582 /ug=Rn.2575 /len=516
rc_AA860062_g_at	13.8	A	0.732537	-0.3	NC	0.500000	rc_AA860062 UI-R-E0-bz-h-06-0-UI.s2 Rattus norvegicus cDNA, 3  end /clone=UI-R-E0-bz-h-06-0-UI /clone_end=3  /gb=AA860062 /gi=2949582 /ug=Rn.2575 /len=516
rc_AA866221_at	23.0	A	0.679170	-0.6	NC	0.944016	rc_AA866221 UI-R-A0-bg-e-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-e-06-0-UI /clone_end=3  /gb=AA866221 /gi=2961667 /ug=Rn.3002 /len=146
rc_AA866223_at	10.4	A	0.715253	0.2	NC	0.500000	rc_AA866223 UI-R-A0-bg-e-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-e-08-0-UI /clone_end=3  /gb=AA866223 /gi=2961669 /ug=Rn.3003 /len=163
rc_AA866231_at	152.5	P	0.013092	-0.1	NC	0.500000	rc_AA866231 UI-R-A0-bg-f-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-f-06-0-UI /clone_end=3  /gb=AA866231 /gi=2961677 /ug=Rn.3006 /len=514
rc_AA866233_at	10.8	A	0.939581	-0.2	NC	0.500000	rc_AA866233 UI-R-A0-bg-f-08-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-f-08-0-UI /clone_end=3  /gb=AA866233 /gi=2961679 /ug=Rn.3007 /len=519
rc_AA866234_at	521.4	P	0.000322	-0.2	NC	0.975199	rc_AA866234 UI-R-A0-bg-f-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-f-09-0-UI /clone_end=3  /gb=AA866234 /gi=2961680 /ug=Rn.1660 /len=486
rc_AA866237_s_at	60.1	A	0.320830	-0.2	NC	0.500000	rc_AA866237 UI-R-A0-bg-f-12-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-f-12-0-UI /clone_end=3  /gb=AA866237 /gi=2961683 /ug=Rn.24944 /len=460
rc_AA866238_at	70.4	A	0.500000	0.4	NC	0.500000	rc_AA866238 UI-R-A0-bg-g-01-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-g-01-0-UI /clone_end=3  /gb=AA866238 /gi=2961684 /ug=Rn.21408 /len=470
rc_AA866250_at	1267.5	P	0.000959	0.1	NC	0.500000	rc_AA866250 UI-R-A0-bd-e-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bd-e-02-0-UI /clone_end=3  /gb=AA866250 /gi=2961696 /ug=Rn.3017 /len=390
rc_AA866485_at	45.0	P	0.031336	-0.4	NC	0.967929	rc_AA866485 UI-R-A0-bd-e-03-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bd-e-03-0-UI /clone_end=3  /gb=AA866485 /gi=2961697 /ug=Rn.3018 /len=406
rc_AA866489_at	4.1	A	0.939581	0.2	NC	0.500000	rc_AA866489 UI-R-A0-bd-e-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bd-e-07-0-UI /clone_end=3  /gb=AA866489 /gi=2961701 /ug=Rn.3019 /len=346
rc_AA866257_at	631.8	P	0.000805	0.0	NC	0.500000	rc_AA866257 UI-R-A0-bd-g-09-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bd-g-09-0-UI /clone_end=3  /gb=AA866257 /gi=2961718 /ug=Rn.3025 /len=420
rc_AA866259_at	31.4	A	0.500000	-0.0	NC	0.761321	rc_AA866259 UI-R-A0-bd-g-12-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bd-g-12-0-UI /clone_end=3  /gb=AA866259 /gi=2961720 /ug=Rn.3026 /len=397
rc_AA866264_s_at	34.5	A	0.602006	1.9	NC	0.250422	rc_AA866264 UI-R-A0-bg-a-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-a-06-0-UI /clone_end=3  /gb=AA866264 /gi=2961725 /ug=Rn.3029 /len=413
rc_AA866265_s_at	23.7	A	0.660442	1.0	NC	0.581483	rc_AA866265 UI-R-A0-bg-a-07-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-a-07-0-UI /clone_end=3  /gb=AA866265 /gi=2961726 /ug=Rn.21409 /len=258
rc_AA866269_at	1.8	A	0.995143	-0.3	NC	0.951964	rc_AA866269 UI-R-A0-bg-a-11-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-a-11-0-UI /clone_end=3  /gb=AA866269 /gi=2961730 /ug=Rn.24972 /len=388
rc_AA866272_at	36.4	A	0.660442	0.5	NC	0.839168	rc_AA866272 UI-R-A0-bg-b-02-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-b-02-0-UI /clone_end=3  /gb=AA866272 /gi=2961733 /ug=Rn.24294 /len=506
rc_AA866276_at	350.8	P	0.002228	0.0	NC	0.500000	rc_AA866276 UI-R-A0-bg-b-06-0-UI.s1 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-bg-b-06-0-UI /clone_end=3  /gb=AA866276 /gi=2961737 /ug=Rn.3035 /len=476
rc_AA866290_at	10.5	A	0.781017	1.0	NC	0.659602	rc_AA866290 UI-R-A0-ac-e-09-0-UI.s3 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-ac-e-09-0-UI /clone_end=3  /gb=AA866290 /gi=2961751 /ug=Rn.3045 /len=341
rc_AA866291_at	884.3	P	0.000388	0.2	NC	0.030749	rc_AA866291 UI-R-A0-ac-e-12-0-UI.s3 Rattus norvegicus cDNA, 3  end /clone=UI-R-A0-ac-e-12-0-UI /clone_end=3  /gb=AA866291 /gi=2961752 /ug=Rn.18785 /len=237
